relative_path,label,source_folder,db_name,image_filename,record_id,roi_id,manual_label,ai_label,ai_model_name,manual_added,image_width_px,image_height_px,roi_start_x,roi_start_y,roi_end_x,roi_end_y
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0072__rec000072.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,72,72,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1500,1015,1548,1063
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0073__rec000073.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,73,73,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1995,282,2043,330
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0076__rec000076.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,76,76,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2573,1428,2621,1476
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0079__rec000079.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,79,79,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2818,0,2866,48
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0082__rec000082.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,82,82,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1758,1179,1806,1227
class3/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0088__rec000088.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,88,88,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2089,4,2137,52
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0089__rec000089.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,89,89,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2395,356,2443,404
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0090__rec000090.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,90,90,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,355,223,403,271
class3/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0092__rec000092.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,92,92,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1631,133,1679,181
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0094__rec000094.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,94,94,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2623,1332,2671,1380
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0096__rec000096.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,96,96,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2791,1275,2839,1323
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0097__rec000097.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,97,97,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1474,410,1522,458
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0098__rec000098.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,98,98,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1997,1731,2045,1779
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0100__rec000100.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,100,100,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,410,1058,458,1106
class3/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0107__rec000107.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,107,107,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1276,128,1324,176
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0110__rec000110.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,110,110,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,501,174,549,222
class3/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0115__rec000115.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,115,115,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1068,117,1116,165
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0116__rec000116.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,116,116,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1074,0,1122,48
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0117__rec000117.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,117,117,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,352,296,400,344
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0118__rec000118.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,118,118,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1452,453,1500,501
class1/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0119__rec000119.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,119,119,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2152,1410,2200,1458
class3/manual_verify__1339_No.4_12116_IL20_50ms_3.tif__roi0120__rec000120.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_3.tif,120,120,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1739,218,1787,266
class1/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0004__rec000124.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,124,4,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,133,1366,181,1414
class1/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0006__rec000126.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,126,6,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,912,1191,960,1239
class1/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0022__rec000142.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,142,22,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1398,778,1446,826
class1/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0028__rec000148.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,148,28,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1278,593,1326,641
class1/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0030__rec000150.png,1,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,150,30,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,798,1403,846,1451
class3/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0065__rec000185.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,185,65,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,712,986,760,1034
class3/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0115__rec000235.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,235,115,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1177,0,1225,48
class2/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0123__rec000243.png,2,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,243,123,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,774,1069,822,1117
class3/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0154__rec000274.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,274,154,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2521,1138,2569,1186
class3/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0174__rec000294.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,294,174,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,0,175,48,223
class3/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0189__rec000309.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,309,189,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,474,801,522,849
class3/manual_verify__1339_No.4_12116_IL20_50ms_4.tif__roi0198__rec000318.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_4.tif,318,198,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1001,879,1049,927
class2/manual_verify__1339_No.4_12116_IL20_50ms_5.tif__roi0049__rec000377.png,2,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_5.tif,377,49,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1638,416,1686,464
class3/manual_verify__1339_No.4_12116_IL20_50ms_5.tif__roi0124__rec000452.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_5.tif,452,124,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,0,806,48,854
class3/manual_verify__1339_No.4_12116_IL20_50ms_5.tif__roi0140__rec000468.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_5.tif,468,140,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1369,702,1417,750
class3/manual_verify__1339_No.4_12116_IL20_50ms_5.tif__roi0159__rec000487.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL20_50ms_5.tif,487,159,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1361,399,1409,447
class3/manual_verify__1339_No.4_12116_IL5_50ms_1.tif__roi0097__rec000590.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_1.tif,590,97,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1518,196,1566,244
class3/manual_verify__1339_No.4_12116_IL5_50ms_1.tif__roi0104__rec000597.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_1.tif,597,104,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,185,577,233,625
class2/manual_verify__1339_No.4_12116_IL5_50ms_14.tif__roi0006__rec000619.png,2,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_14.tif,619,6,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,363,1241,411,1289
class2/manual_verify__1339_No.4_12116_IL5_50ms_14.tif__roi0011__rec000624.png,2,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_14.tif,624,11,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1341,1081,1389,1129
class2/manual_verify__1339_No.4_12116_IL5_50ms_15.tif__roi0035__rec000659.png,2,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_15.tif,659,35,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2171,1459,2219,1507
class2/manual_verify__1339_No.4_12116_IL5_50ms_2.tif__roi0100__rec000761.png,2,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_2.tif,761,100,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,338,700,386,748
class3/manual_verify__1339_No.4_12116_IL5_50ms_2.tif__roi0117__rec000778.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_2.tif,778,117,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2738,1414,2786,1462
class3/manual_verify__1339_No.4_12116_IL5_50ms_2.tif__roi0122__rec000783.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_2.tif,783,122,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2343,1158,2391,1206
class3/manual_verify__1339_No.4_12116_IL5_50ms_3.tif__roi0079__rec000871.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_3.tif,871,79,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,846,1005,894,1053
class3/manual_verify__1339_No.4_12116_IL5_50ms_3.tif__roi0085__rec000877.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_3.tif,877,85,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1905,1752,1953,1800
class3/manual_verify__1339_No.4_12116_IL5_50ms_4.tif__roi0010__rec000888.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_4.tif,888,10,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1175,0,1223,48
class3/manual_verify__1339_No.4_12116_IL5_50ms_4.tif__roi0144__rec001022.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_4.tif,1022,144,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,0,175,48,223
class3/manual_verify__1339_No.4_12116_IL5_50ms_4.tif__roi0151__rec001029.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_4.tif,1029,151,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,718,961,766,1009
class3/manual_verify__1339_No.4_12116_IL5_50ms_4.tif__roi0152__rec001030.png,3,manual_verify,Test_data_manual_verify.db,1339_No.4_12116_IL5_50ms_4.tif,1030,152,3,3,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1230,1490,1278,1538
