label,relative_path,source_folder,db_name,image_filename,record_id,roi_id,manual_label,ai_label,ai_model_name,manual_added,image_width_px,image_height_px,roi_start_x,roi_start_y,roi_end_x,roi_end_y
0,class0/record_002613.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_17.tif,2613,111,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,877,1372,925,1420
0,class0/record_002263.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_14.tif,2263,29,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1391,587,1439,635
0,class0/record_001835.png,Test_data,Test_data_bulk.db,SPG(32)_NEG1_3CMOS_IL20_50ms_32.tif,1835,15,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,949,1343,997,1391
0,class0/record_001836.png,Test_data,Test_data_bulk.db,SPG(32)_NEG1_3CMOS_IL20_50ms_32.tif,1836,16,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,858,1167,906,1215
0,class0/record_002539.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_17.tif,2539,37,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1661,751,1709,799
0,class0/record_002059.png,Test_data,Test_data_bulk.db,SPG(33)_NEG1_3CMOS_IL10_50ms_9.tif,2059,55,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1456,787,1504,835
0,class0/record_001996.png,Test_data,Test_data_bulk.db,SPG(32)_NEG1_3CMOS_IL20_50ms_35.tif,1996,87,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2297,721,2345,769
0,class0/record_000907.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_4.tif,907,29,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,203,563,251,611
0,class0/record_002421.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_16.tif,2421,13,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,505,317,553,365
0,class0/record_001017.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_4.tif,1017,139,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1633,290,1681,338
0,class0/record_000253.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,253,133,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2384,933,2432,981
0,class0/record_002295.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_14.tif,2295,61,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1759,1676,1807,1724
0,class0/record_002366.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_15.tif,2366,50,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1960,519,2008,567
0,class0/record_000643.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_15.tif,643,19,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2673,56,2721,104
0,class0/record_000664.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_2.tif,664,3,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,956,1462,1004,1510
0,class0/record_000840.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_3.tif,840,48,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1323,1615,1371,1663
0,class0/record_000123.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,123,3,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1833,1181,1881,1229
0,class0/record_000455.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_5.tif,455,127,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,308,1698,356,1746
0,class0/record_002480.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_16.tif,2480,72,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,177,172,225,220
0,class0/record_002711.png,Test_data,Test_data_bulk.db,U28_1428_A2SH2_10_3CMOS_IL20_50ms_9.tif,2711,4,0,0,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1847,776,1895,824
1,class1/record_000711.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_2.tif,711,50,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,480,1016,528,1064
1,class1/record_000062.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_3.tif,62,62,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2131,399,2179,447
1,class1/record_000460.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_5.tif,460,132,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2412,1299,2460,1347
1,class1/record_002115.png,Test_data,Test_data_bulk.db,SPG(33)_NEG1_3CMOS_IL10_50ms_9.tif,2115,111,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1364,1091,1412,1139
1,class1/record_001653.png,Test_data,Test_data_bulk.db,KY11E06_13_22-24cm_3CMOS_IL17_50ms.tif,1653,42,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2832,725,2880,773
1,class1/record_001045.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_4.tif,1045,167,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1027,221,1075,269
1,class1/record_000943.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_4.tif,943,65,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,411,1278,459,1326
1,class1/record_000358.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_5.tif,358,30,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1060,398,1108,446
1,class1/record_000187.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,187,67,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1209,318,1257,366
1,class1/record_001827.png,Test_data,Test_data_bulk.db,SPG(32)_NEG1_3CMOS_IL20_50ms_32.tif,1827,7,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,834,1462,882,1510
1,class1/record_000280.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,280,160,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2188,580,2236,628
1,class1/record_002314.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_14.tif,2314,80,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2425,1135,2473,1183
1,class1/record_000467.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_5.tif,467,139,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,433,1690,481,1738
1,class1/record_001629.png,Test_data,Test_data_bulk.db,KY11E06_13_22-24cm_3CMOS_IL17_50ms.tif,1629,18,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1251,1717,1299,1765
1,class1/record_002230.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_12.tif,2230,114,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1285,1445,1333,1493
1,class1/record_000150.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,150,30,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,798,1403,846,1451
1,class1/record_000296.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,296,176,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,657,471,705,519
1,class1/record_002058.png,Test_data,Test_data_bulk.db,SPG(33)_NEG1_3CMOS_IL10_50ms_9.tif,2058,54,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1804,429,1852,477
1,class1/record_000436.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_5.tif,436,108,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1500,1089,1548,1137
1,class1/record_000986.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_4.tif,986,108,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,838,1654,886,1702
1,class1/record_000796.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_3.tif,796,4,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1762,1177,1810,1225
1,class1/record_000322.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,322,202,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1437,602,1485,650
1,class1/record_000246.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,246,126,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1908,859,1956,907
1,class1/record_000474.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_5.tif,474,146,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1633,1707,1681,1755
1,class1/record_000610.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_1.tif,610,117,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,219,10,267,58
1,class1/record_000027.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_3.tif,27,27,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,829,1344,877,1392
1,class1/record_001764.png,Test_data,Test_data_bulk.db,Mud_volcano_cell_SPG(32)_3CMOS_IL20_50ms_21.tif,1764,44,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1255,1243,1303,1291
1,class1/record_002678.png,Test_data,Test_data_bulk.db,U28_1428_A2SH2_10_3CMOS_IL20_50ms_20.tif,2678,5,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1534,561,1582,609
1,class1/record_001142.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1142,13,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,842,1039,890,1087
1,class1/record_000439.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_5.tif,439,111,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2669,1661,2717,1709
1,class1/record_001865.png,Test_data,Test_data_bulk.db,SPG(32)_NEG1_3CMOS_IL20_50ms_32.tif,1865,45,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,831,1379,879,1427
1,class1/record_000297.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,297,177,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1251,1429,1299,1477
1,class1/record_000846.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_3.tif,846,54,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1840,508,1888,556
1,class1/record_002114.png,Test_data,Test_data_bulk.db,SPG(33)_NEG1_3CMOS_IL10_50ms_9.tif,2114,110,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,970,1174,1018,1222
1,class1/record_000615.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_14.tif,615,2,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2627,36,2675,84
1,class1/record_001613.png,Test_data,Test_data_bulk.db,KY11E06_13_22-24cm_3CMOS_IL17_50ms.tif,1613,2,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1402,1659,1450,1707
1,class1/record_001649.png,Test_data,Test_data_bulk.db,KY11E06_13_22-24cm_3CMOS_IL17_50ms.tif,1649,38,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,721,1595,769,1643
1,class1/record_000477.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_5.tif,477,149,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,928,865,976,913
1,class1/record_000893.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_4.tif,893,15,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,863,192,911,240
1,class1/record_000229.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,229,109,1,1,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2642,1018,2690,1066
2,class2/record_000243.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_4.tif,243,123,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,774,1069,822,1117
2,class2/record_001165.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1165,36,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1442,932,1490,980
2,class2/record_001600.png,Test_data,Test_data_bulk.db,KY11E06_12_20-22cm_3CMOS_IL18_50ms.tif,1600,4,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2057,948,2105,996
2,class2/record_002203.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_12.tif,2203,87,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,209,360,257,408
2,class2/record_000071.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_3.tif,71,71,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1239,774,1287,822
2,class2/record_001457.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1457,116,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2395,647,2443,695
2,class2/record_001813.png,Test_data,Test_data_bulk.db,Mud_volcano_cell_SPG(32)_3CMOS_IL20_50ms_22.tif,1813,36,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,352,1190,400,1238
2,class2/record_002217.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_12.tif,2217,101,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2532,1537,2580,1585
2,class2/record_001155.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1155,26,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,504,1704,552,1752
2,class2/record_001154.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1154,25,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1284,992,1332,1040
2,class2/record_002262.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_14.tif,2262,28,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2600,360,2648,408
2,class2/record_001377.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1377,36,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,145,254,193,302
2,class2/record_001167.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1167,38,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1722,76,1770,124
2,class2/record_002402.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_15.tif,2402,86,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1981,215,2029,263
2,class2/record_001198.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1198,69,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,359,209,407,257
2,class2/record_002174.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_12.tif,2174,58,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,366,309,414,357
2,class2/record_001367.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1367,26,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1604,420,1652,468
2,class2/record_001761.png,Test_data,Test_data_bulk.db,Mud_volcano_cell_SPG(32)_3CMOS_IL20_50ms_21.tif,1761,41,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,311,720,359,768
2,class2/record_001351.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_10.tif,1351,10,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2504,566,2552,614
2,class2/record_001192.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1192,63,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1417,1423,1465,1471
2,class2/record_000761.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_2.tif,761,100,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,338,700,386,748
2,class2/record_002279.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_14.tif,2279,45,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1378,68,1426,116
2,class2/record_000377.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL20_50ms_5.tif,377,49,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1638,416,1686,464
2,class2/record_002211.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_12.tif,2211,95,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,256,96,304,144
2,class2/record_002397.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_15.tif,2397,81,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2272,619,2320,667
2,class2/record_001642.png,Test_data,Test_data_bulk.db,KY11E06_13_22-24cm_3CMOS_IL17_50ms.tif,1642,31,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,110,835,158,883
2,class2/record_001686.png,Test_data,Test_data_bulk.db,KY11E06_13_22-24cm_3CMOS_IL17_50ms.tif,1686,75,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,276,669,324,717
2,class2/record_002220.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_12.tif,2220,104,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,325,204,373,252
2,class2/record_001148.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1148,19,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1430,256,1478,304
2,class2/record_002401.png,Test_data,Test_data_bulk.db,SPG_cell_SPG(32)_3CMOS_IL20_50ms_15.tif,2401,85,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1595,1317,1643,1365
2,class2/record_000659.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_15.tif,659,35,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2171,1459,2219,1507
2,class2/record_001204.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1204,75,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,2349,107,2397,155
2,class2/record_001147.png,Test_data,Test_data_bulk.db,EXP385_113_3CMOS_IL5_50ms_1.tif,1147,18,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,1306,1289,1354,1337
2,class2/record_001058.png,Test_data,Test_data_bulk.db,AM_45_74A_1R1_3CMOS_IL17_50ms.tif,1058,7,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,372,1696,420,1744
2,class2/record_000619.png,Test_data,Test_data_bulk.db,1339_No.4_12116_IL5_50ms_14.tif,619,6,2,2,/Users/gashu/Desktop/AbyssEye/models/MyResNet18_model_best_four_class,0,2880,1800,363,1241,411,1289
